target,raw_predictions,correctly_predicted,SIDE_score,BLEU4,ROUGE_L,METEOR,ChrF,TFIDF_COS
<s>Recursively builds the agent tree.,<s>Build a tree of <UNK> objects,0,0.3314384520053863,0.0,0.4615384615384615,0.0,0.21060864676198443,0.11234277891542777
<s>Return a dictionary containing name to a shape and dtype.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.2110220491886139,0.0,0.10526315789473685,0.0,0.04850320181018579,0.0
"<s>Safely read a file, returning None if it doesn't exist or on error.",<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.2093001008033752,0.0,0.08695652173913045,0.0,0.04035879604165895,0.0
<s>Initializes the MCP client.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.2930418848991394,0.0,0.16666666666666666,0.0,0.048167280532618297,0.0
<s>Fix permissions for Chrome user data directory,<s>Fix permissions for Chrome,0,0.9378663301467896,0.4723665527410147,0.7692307692307693,0.5923507462686567,0.6327092867603389,0.6348087971775132
<s>progressive init strategy (with noise),<s>Initialize the model with a progress bar,0,0.8528910875320435,0.0,0.28571428571428575,0.0,0.31809226864373924,0.10163066979112657
<s>Build the refinement prompt for the optimizer,"<unk>


    < <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>",0,-0.2326300889253616,0.0,0.0,0.0,0.019470404984423675,0.0
<s>Extract Python code blocks from text.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.2125861644744873,0.0,0.14285714285714285,0.0,0.03911789807267431,0.0
<s>Check and install required dependencies,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.5102493166923523,0.0,0.15384615384615383,0.0,0.054561760782293973,0.0
<s>Very rough gauge: a wall of recent negative headlines can be a *positive* for a contrarian.,<s><UNK> the <UNK> of the <UNK>,0,0.5339479446411133,0.007100476964392917,0.16666666666666666,0.03333333333333333,0.05138837859895391,0.03895194244792348
"<s>n=4, no sep:             '(a (a (a (a)?)?)?)?' - n=4, sep=',', prefix:    '("","" a ("","" a ("","" a ("","" a)?)?)?)?' - n=4, sep=',', no prefix: '(a ("","" a ("","" a ("","" a)?)?)?)?'",<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.5007365942001343,0.0,0.060606060606060615,0.0,0.0166317126418662,0.0
"<s>Comment out magic commands, shell commands, and direct execution commands in the script content.",<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.088001362979412,0.0,0.09090909090909091,0.0,0.031066042045299,0.0
"<s>Converts an OmegaConf object to native types (dicts, lists, etc.)",<s>Convert a dictionary to a native type,0,0.7724044919013977,0.02506865661465162,0.5263157894736842,0.32538659793814434,0.3551017309472766,0.1683684216367985
<s>List all fail conditions for the current project's deployments.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.2615230083465576,0.0,0.1111111111111111,0.0,0.03483575872139044,0.0
<s>Return a list of mutating keywords found in the SQL (excluding comments).,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.1496521532535553,0.0,0.1,0.0,0.05144356191049144,0.0
<s>Generate a trace filename based on the path settings.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.6250495910644531,0.0,0.11764705882352941,0.0,0.037377858395154555,0.0
<s>Load the prompt template from the markdown file.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.401189386844635,0.0,0.125,0.0,0.03229388122356693,0.0
<s>Custom serialization that properly uses AgentHistory's model_dump,"<unk>

    public static void main<s><unk><unk><unk><unk><unk>",0,-0.2820203900337219,0.0,0.09523809523809525,0.0,0.08629593734175887,0.0
<s>Check if directory should be ignored.,<s>Returns true if the given string is a valid <UNK>,0,-0.4921351671218872,0.023457495174891017,0.2222222222222222,0.15625,0.1376429300191351,0.07397129483465995
<s>Use AudioSegment to load audio from all supported audio input format,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.0571637786924839,0.0,0.10526315789473685,0.0,0.04234153855197283,0.0
<s>Print equivalent curl command for debugging.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.2920325100421905,0.0,0.14285714285714285,0.0,0.054325903204889406,0.0
<s>Log which conversion capabilities are available.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.2683460414409637,0.0,0.14285714285714285,0.0,0.031088792847959713,0.0
<s>Load OpenAI voice and model mappings from JSON,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4220620095729828,0.0,0.125,0.0,0.04188808201548559,0.0
<s>Returns the generated PyDoc string.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.155172049999237,0.0,0.15384615384615383,0.0,0.04992046019647622,0.0
<s>Get the currently active MCP server.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4270917773246765,0.0,0.14285714285714285,0.0,0.040058526969700685,0.0
<s>Load images from directory,<s>Load all images from the database,0,0.9391722083091736,0.10754421249521595,0.6666666666666666,0.6084656084656085,0.5009276881498002,0.4501755023269898
<s>Create sample document chunks for testing,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.1421363651752472,0.0,0.13333333333333333,0.0,0.06535445183598038,0.0
<s>Update internal state dictionary with cleaned component values.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.3869076371192932,0.0,0.125,0.0,0.04360778364381837,0.0
<s>Initialize and run the paper summarization agent.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.4096484780311584,0.0,0.13333333333333333,0.0,0.05422088801475959,0.0
<s>Collects the state dict and dump to disk.,"<s>
 * This is the main function that will be called",0,0.0546297878026962,0.021598265052211615,0.2105263157894737,0.06024096385542169,0.196806842959976,0.0633548122219654
"<s>Load the model from the given model path (normally GGUF, GGML)",<s>Load the model from disk,0,0.9157497882843018,0.20142070913129906,0.5555555555555556,0.19230769230769232,0.3639704215640826,0.5505522098704654
<s>Switch to a different application that is already open,<s><UNK> the <UNK> of the <UNK>,0,-0.257313072681427,0.0,0.11764705882352941,0.0,0.06800491207791418,0.0
"<s>Merge existing and new data, avoiding duplicates based on a key field.",<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk>,0,0.0346341542899608,0.0,0.05555555555555555,0.0,0.030139976570104053,0.0
<s>Checks if a given Hub revision exists.,<s>Check if the hub revision exists,0,0.98662531375885,0.09103421049495312,0.7999999999999999,0.5434782608695652,0.6506524331777147,0.5031026124151314
<s>Updates the session state based on the event.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.2834333479404449,0.0,0.11764705882352941,0.0,0.04167841408343766,0.0
<s>(Experimental) Restart the code executor.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.1071943640708923,0.0,0.14285714285714288,0.0,0.03411197886132543,0.0
<s>Calculates the FID of two paths,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.2635521292686462,0.0,0.13333333333333333,0.0,0.03861803184012924,0.0
<s>Note that this operation is in-place,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.7510479092597961,0.0,0.13333333333333333,0.0,0.0449894935988627,0.0
<s>Update macOS Platform UUID,<s>Update the <UNK> UUID,0,0.8298482894897461,0.07258113984652705,0.6,0.25,0.3610030254947924,0.3360969272762575
<s>Converts a QueryRequest instance into a QueryParam instance.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4704620242118835,0.0,0.125,0.0,0.048898391280060835,0.0
<s>Process a single audio file by checking its existence and extracting duration.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.3366926908493042,0.0,0.1,0.0,0.04011076271707165,0.0
<s>Creates a BigQuery dataset if it does not already exist.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.6039424538612366,0.0,0.10526315789473685,0.0,0.028315132887365334,0.0
<s>Get color for a node type to match the UI color scheme.,<s>Returns the color of the given node,0,0.958906590938568,0.02084825635462658,0.2857142857142857,0.13043478260869565,0.2043787241576184,0.32515512272645386
<s>Sample fake chunks for testing retrieve_chunks,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.3512161672115326,0.0,0.13333333333333333,0.0,0.08093263875771553,0.0
<s>Synchronous implementation of search_by_url for thread execution,<s>Search for a given URL,0,0.9201698303222656,0.030599904395288136,0.37499999999999994,0.07352941176470587,0.151189609582502,0.1059921313509325
"<s>Get all pages from the document files for processing, preserving file and line order.",<s>Get all the documents from the database,0,0.7936606407165527,0.04262968131285758,0.43478260869565216,0.33533834586466166,0.3226806880311612,0.3100184891547979
<s>Decrypt base64-encoded ciphertext with XOR.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.0190306492149829,0.0,0.13333333333333333,0.0,0.028724820431581567,0.0
<s>Store a conversation turn in memory.,<s>Store the current state of the conversation,0,0.9665353298187256,0.03848196746087264,0.39999999999999997,0.1639344262295082,0.5021234444189716,0.17856621555757482
<s>Get the vocabulary dictionary mapping characters to token IDs,<s>Returns a dictionary mapping symbols to their index,0,0.7530391216278076,0.0695635988471652,0.4210526315789474,0.28714107365792757,0.39764493732969663,0.23577033983032974
<s>Saves settings to the JSON file.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.3038258254528045,0.0,0.14285714285714285,0.0,0.0443219222354019,0.0
<s>Create isolated branch for every sub-agent.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.3160704672336578,0.0,0.13333333333333333,0.0,0.03851769336994262,0.0
<s>Provide LLM context for tables.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.3009299039840698,0.0,0.14285714285714288,0.0,0.03762112818382587,0.0
<s>Generate and return a summary of the benchmark results.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.2483583092689514,0.0,0.11111111111111112,0.0,0.049323554391094634,0.0
<s>run a shell command and optionally assert success.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.0670695975422859,0.0,0.125,0.0,0.05038063657328138,0.0
<s>Resolves a single $ref string.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.6049534678459167,0.0,0.15384615384615383,0.0,0.045533563027559024,0.0
<s>Turns a specific light on (true) or off (false) using phue2.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.6272315979003906,0.0,0.10526315789473685,0.0,0.04450442601478822,0.0
<s>List files and directories under CONTEXT_PATH/relative_path.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.6321682333946228,0.0,0.11764705882352941,0.0,0.03489624249393382,0.0
<s>Process a single query in parallel.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4412207901477813,0.0,0.13333333333333333,0.0,0.04472117396904664,0.0
<s>Transform raw project data into a JiraProjectEntity.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.8366513252258301,0.0,0.13333333333333333,0.0,0.03307992081234921,0.0
<s>Generate a formatted context string describing all intents,<s>Return a string with the current state of the,0,0.303090900182724,0.030601688609851067,0.3157894736842105,0.1234567901234568,0.20225325951222356,0.06437099366532754
<s>Create a SourceConnection from a source_connection ORM model.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.1305913627147674,0.0,0.11764705882352941,0.0,0.04495210894964194,0.0
<s>Replace {agentlist} placeholder before validation/assignment.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.1388965547084808,0.0,0.13333333333333333,0.0,0.03019783203873113,0.0
<s>Class method to create a new Vocos model instance from a pre-trained model stored in the Hugging Face model hub.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.0805853903293609,0.0,0.06666666666666667,0.0,0.02774162984089104,0.0
<s>Convert an MCP tool result to an LLM input type,<s>Returns a Content object with the given properties,0,0.6728928089141846,0.0,0.09999999999999999,0.0,0.1803281957774222,0.0
<s>Loads custom model-specific settings,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.6980953812599182,0.0,0.15384615384615383,0.0,0.03822045305401167,0.0
<s>Get the latest review for shopping admin.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.2663557231426239,0.0,0.125,0.0,0.035568463200042144,0.0
<s>Initialize the OCR processor.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.0878782272338867,0.0,0.16666666666666666,0.0,0.0399407161804974,0.0
<s>Create a PKCE challenge with code_verifier and code_challenge.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.1699596792459488,0.0,0.1111111111111111,0.0,0.031691095006420415,0.0
<s>Add a tool to the server.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.1932425051927566,0.0,0.14285714285714285,0.0,0.0411361732407158,0.0
<s>Clean up all temporary files including part working directories,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.3057480156421661,0.0,0.11764705882352941,0.0,0.041125081748781114,0.0
<s>Print full validation details for a single file.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.0872121453285217,0.0,0.11764705882352941,0.0,0.03931805221666039,0.0
"<s>Get the API key, prioritizing agent config then system config.",<s>Returns the API key for the current environment,0,0.9778232574462892,0.05547182024251767,0.39999999999999997,0.10204081632653061,0.25894494047392863,0.23535860097859257
"<s>Analyzes the given text as instructed, and returns the analysis.",<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.2143422961235046,0.0,0.1111111111111111,0.0,0.04426974168479159,0.0
<s>Generate a path for saving the final DataFrame.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.6376862525939941,0.0,0.125,0.0,0.03699721211941809,0.0
<s>Automatically prepend timestamp to migration filenames.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.0080674681812524,0.0,0.14285714285714285,0.0,0.03430032257854308,0.0
<s>Returns the MSA profile and deletion_mean features.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.6324167251586914,0.0,0.11764705882352941,0.0,0.043804060290860425,0.0
<s>Mark a subscription as deleted by Stripe subscription ID.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.3789610564708709,0.0,0.11764705882352941,0.0,0.03833242286704881,0.0
<s>Collects the state dict and dump to disk.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.0252187810838222,0.0,0.11764705882352941,0.0,0.040824673820173754,0.0
<s>Custom error messages for exception,<s>Test that the <UNK> works,0,-0.2959572970867157,0.0,0.16666666666666666,0.0,0.10535469837309748,0.0
<s>Save image data to a file.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.1322943419218063,0.0,0.14285714285714285,0.0,0.03982414364203317,0.0
<s>Set up test fixtures.,<s>Set up the test environment,0,0.9785597324371338,0.13414195051824768,0.7272727272727272,0.6233062330623306,0.43045676360586943,0.5101490193104813
<s>Called by ExternalRayDistributedExecutor collective_rpc.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.2849275171756744,0.0,0.15384615384615383,0.0,0.029443092972219004,0.0
<s>Visualize a scroll action by drawing arrows on the screenshot.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.4357055127620697,0.0,0.1111111111111111,0.0,0.03592819785049439,0.0
<s>Convert retrieval results to formatted string.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.0418425910174846,0.0,0.13333333333333333,0.0,0.03542396973940388,0.0
<s>Format search results in a consistent format.,<s>Format the results of a search,0,0.9052767157554626,0.045003287837387725,0.5333333333333333,0.2898550724637681,0.41071656200008066,0.4809731079601443
<s>Control initial session with OpenAI.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.068153977394104,0.0,0.14285714285714288,0.0,0.04736578458998921,0.0
<s>Check if the file extension is supported.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4919435679912567,0.0,0.125,0.0,0.04434039302460355,0.0
<s>Generates HTML with differences between strings a and b.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.1837361752986908,0.0,0.11111111111111112,0.0,0.03817261606022839,0.0
<s>Get basic information about the dataset.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.2940331101417541,0.0,0.13333333333333333,0.0,0.03995442811232286,0.0
<s>Builds the Docker image.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.2315303087234497,0.0,0.16666666666666666,0.0,0.052744167528266855,0.0
<s>Create a node with relevance information,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.2274748384952545,0.0,0.13333333333333333,0.0,0.04434039302460355,0.0
<s>Get the speaker selection result.,<s>Get the current user s profile,0,-0.2513734102249145,0.09717716588732002,0.4615384615384615,0.36764705882352944,0.3481958583765128,0.25233420143369617
<s>Convert a file URI to a local file path,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.8104307055473328,0.0,0.11764705882352941,0.0,0.040058526969700685,0.0
<s>Check if the file is a video file.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.0941979587078094,0.0,0.11764705882352941,0.0,0.03762112818382587,0.0
"<s>Get context, with graceful fallback to global context if needed.",<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.2313416004180908,0.0,0.10526315789473685,0.0,0.03418594880923719,0.0
<s>Return the standard system message for Morphik's query agent.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.394124299287796,0.0,0.10526315789473685,0.0,0.03841806272216294,0.0
<s>Format a step result for display to planners,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.2717866003513336,0.0,0.125,0.0,0.03932580097456801,0.0
"<s>Replaces the domain (and port, if applicable) of the presigned URL with that of the base URL only if the base URL contains 'localhost' or an IP address.",<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.7114747166633606,0.0,0.05555555555555555,0.0,0.022992909831032558,0.0
<s>Generate a list of audio file paths,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.0900466293096542,0.0,0.13333333333333333,0.0,0.04208244518818207,0.0
<s>Produce a new ModelSettings by overlaying any non-None values from the override on top of this instance.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.0557274296879768,0.0,0.07692307692307693,0.0,0.02949517304826714,0.0
<s>Generate new machine ID,<s>Generate a new UUID,0,0.4919750094413757,0.07258113984652705,0.6,0.25,0.5040522931360831,0.4112070550676187
<s>Format child page and database blocks.,<s><s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk>,0,-0.1491182297468185,0.0,0.05714285714285715,0.0,0.02700559631342187,0.0
<s>Load IOI tests for a given year.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.0663788989186286,0.0,0.125,0.0,0.03861803184012924,0.0
<s>Get DeepSeek Azure API version from config,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.528436005115509,0.0,0.125,0.0,0.04341605772111576,0.0
<s>update status as failed,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.1828008890151977,0.0,0.16666666666666666,0.0,0.054469687680163366,0.0
<s>Check if URI matches template and extract parameters.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4007847905158996,0.0,0.11764705882352941,0.0,0.032365859509575184,0.0
<s>Only retry if the exception is not CancelledError and the attempt failed.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.0188224874436855,0.0,0.1,0.0,0.031485124144235245,0.0
<s>Validate that no values are dictionaries (depth 0).,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.1489166617393493,0.0,0.11764705882352941,0.0,0.03352345852389566,0.0
<s>Assumes the model is either prompted to emit \boxed{answer} or does so automatically,<unk>,0,0.2481502890586853,0.0,0.0,0.0,0.013114754098360657,0.0
<s>Get the Gradio app code.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.6319495439529419,0.0,0.14285714285714288,0.0,0.03951010924809012,0.0
<s>Convert DTO to dictionary,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.1188121661543846,0.0,0.16666666666666666,0.0,0.05112474834437324,0.0
<s>Create a Configuration instance from a RunnableConfig.,<s><UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4699874222278595,0.0,0.14285714285714288,0.0,0.050687089365690594,0.0
<s>Calculate SHA1 hash of the equation string and rendering parameters.,<s>Test that the correct <UNK> are returned,0,0.3424777090549469,0.021080143482486866,0.2105263157894737,0.10309278350515463,0.1413493840934501,0.06437099366532754
"<s>Compute the mean and variance of the diffusion posterior: q(x_{t-1} | x_t, x_0)",<s>Return the mean and variance of the posterior,0,0.9855013489723206,0.3641784587358345,0.5925925925925926,0.4788888888888889,0.4651844990657953,0.625275030885057
"<s>Convert time (in seconds) to the format: hours:minutes:seconds,milliseconds",<s>Test that the correct values are returned for the,0,0.4062102138996124,0.02573285025273419,0.1818181818181818,0.0617283950617284,0.1433057290639824,0.0953023008404859
<s>Save the report to a file.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.0458566322922706,0.0,0.14285714285714285,0.0,0.03982414364203317,0.0
<s>Initialize the KV cache in all workers.,<s>Initialize the cache,0,0.8683249354362488,0.06178000217402106,0.6666666666666666,0.3872053872053872,0.520031292355433,0.5245910904457137
<s>Provide a transactional scope around a series of operations.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.8778862357139587,0.0,0.11111111111111112,0.0,0.039081576658210736,0.0
<s>Get processor before ensuring initialization,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4012118279933929,0.0,0.14285714285714288,0.0,0.044042807941617516,0.0
<s>Roll out the agent using teacher forcing actions,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.4397382140159607,0.0,0.11764705882352941,0.0,0.04710621643752077,0.0
<s>Show a platform-specific permission dialog and return True if approved.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4360912144184112,0.0,0.1,0.0,0.030953350877524998,0.0
<s>Creates the arguments we will use while launching playwright's browser,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.3962413668632507,0.0,0.10526315789473685,0.0,0.03774158258168909,0.0
<s>Strip markdown fences and extract the first JSON object.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.5405948162078857,0.0,0.11764705882352941,0.0,0.03898462097959392,0.0
<s>Make request and print raw response,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.3932172358036041,0.0,0.14285714285714285,0.0,0.05619705115672858,0.0
"<s>Merge audio files, add a brief silence",<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.4385878145694732,0.0,0.13333333333333333,0.0,0.03911789807267431,0.0
"<s>Pop the topmost context off the stack, ending dependency tracking for the current atom.",<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.1317700743675232,0.0,0.08695652173913045,0.0,0.03867818438247078,0.0
<s>Remove the obsolete checkpoints that exceed the save_limit.,<s>Remove obsolete checkpoints,0,0.5923131704330444,0.04426730592500287,0.5714285714285715,0.3407407407407408,0.5042867721134492,0.42223388528713734
<s>Get the Qdrant endpoint configuration from CONFIG,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.720244824886322,0.0,0.13333333333333333,0.0,0.05029005373631451,0.0
<s>Collects the state dict and dump to disk.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.0061131119728088,0.0,0.125,0.0,0.04196733644434526,0.0
<s>Validates the fold input contains MSA and templates for featurisation.,<s>Validate the input and return the result,0,0.5144314765930176,0.027743029026610813,0.5263157894736842,0.20618556701030927,0.2804860089558981,0.2823612582719693
<s>Get an UnrealSpeech skill by name.,<s><s><s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk><unk>,0,-0.5791983008384705,0.0,0.05128205128205128,0.0,0.041642373417182056,0.0
<s>Convert money expressions to spoken form,<s>Convert a string to a number,0,0.9420617818832396,0.044706344276931285,0.42857142857142855,0.16666666666666666,0.2809884458010639,0.26055567105626243
<s>Press a hotkey combination,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4437181353569031,0.0,0.16666666666666666,0.0,0.05568466541785622,0.0
<s>Print the model size.,"<s>

    def test_get_field_value_with_type",0,-0.4850631356239319,0.0,0.15384615384615385,0.0,0.14797885615828504,0.0
<s>Read text content from a PDF file.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.0134566016495227,0.0,0.125,0.0,0.04181848324066702,0.0
"<s>Sanitize and format input data, including handling of nested lists and dictionaries.",<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,0.3904204368591308,0.0,0.1,0.0,0.034769634030542736,0.0
<s>Caches all S3 paths in the dataset to the local cache directory.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4029072523117065,0.0,0.1,0.0,0.022957976536753143,0.0
<s>Provide a mock response fixture for testing.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.1944107413291931,0.0,0.125,0.0,0.04167841408343766,0.0
<s>Creates a fasta file with the sequence with line width limit.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.326196014881134,0.0,0.1,0.0,0.02979389916865526,0.0
<s>Start the logger and return the session_id.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.1849461048841476,0.0,0.125,0.0,0.04364359380353787,0.0
<s>load configurations based on the given prefix.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4514678418636322,0.0,0.13333333333333333,0.0,0.04512730356548083,0.0
<s>Write content to a file with the specified filename.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.0185847356915473,0.0,0.11111111111111112,0.0,0.03352345852389566,0.0
<s>Return usage summary of the response using RESPONSE_USAGE_KEYS.,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.4072645902633667,0.0,0.10526315789473685,0.0,0.04889024166338367,0.0
"<s>When a Connection is deleted, also delete its IntegrationCredential if present.",<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.6077930331230164,0.0,0.1,0.0,0.03339182295454739,0.0
<s>Analyze a JSONL file containing  markup and return all types found with counts,<s><UNK> <UNK> <UNK> <UNK> <UNK> <UNK>,0,-0.2585726678371429,0.0,0.09523809523809523,0.0,0.05218776374754628,0.0
